Date,NumberSpeedAnomaly,NumberTemperatureAnomaly,NumberDoorsAnomaly,NumberCatastrophicAnomaly,TotalRecordsAnomaly,NoRecordAnomaly,ID,Datetime,Time,TimeMinutes,Hour,Minute,Latitude,Longitude,Speed,Temperature,Light,SpeedAnomaly,TemperatureAnomaly,DoorsAnomaly,CatastrophicAnomaly,AnyAnomaly,MultipleAnomalies
2023-01-02,0.0,0.0,0.0,0.0,False,False,2OxmjbfGC_End2d-vM3mo,2023-01-02 16:55:30,16:55:30,1015.0,16.0,55.0,11.91148,107.38259,24.03,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,0.0,0.0,0.0,0.0,False,False,fl7tWSB5JPEK5YosFLeqe,2023-01-02 17:09:00,17:09:00,1029.0,17.0,9.0,11.8872,107.32123,52.11,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,0.0,0.0,0.0,0.0,False,False,FIgYcZysMpY2dW7u5j1PA,2023-01-02 17:22:30,17:22:30,1042.0,17.0,22.0,11.83688,107.27339,24.06,5.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,0.0,0.0,0.0,0.0,False,False,4v1ZnDDjRjUPE3b4cjtpd,2023-01-02 17:36:00,17:36:00,1056.0,17.0,36.0,11.79438,107.19719,30.25,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,0.0,0.0,0.0,0.0,False,False,7cQKWSMM5eZpeI1XHkO-J,2023-01-02 17:49:30,17:49:30,1069.0,17.0,49.0,11.73478,107.14746,58.18,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,0.0,0.0,0.0,0.0,False,False,IgJ31tiik7BanMmXDYlam,2023-01-02 18:03:00,18:03:00,1083.0,18.0,3.0,11.69556,107.08901,21.09,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,0.0,0.0,0.0,0.0,False,False,nFLbc0Vwr3Um9Xg-Xl-NI,2023-01-02 18:16:30,18:16:30,1096.0,18.0,16.0,11.64351,107.04603,61.58,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,0.0,0.0,0.0,0.0,False,False,yPKnBVGFoROoRmqwT593t,2023-01-02 18:30:00,18:30:00,1110.0,18.0,30.0,11.6003,106.99513,63.24,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,0.0,0.0,0.0,0.0,False,False,da1_nmweHQIqg_DVUN6_h,2023-01-02 18:43:30,18:43:30,1123.0,18.0,43.0,11.5492,106.92901,33.34,3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,0.0,0.0,0.0,0.0,False,False,a-nP_HWKYeQfyjVDPDeg1,2023-01-02 18:57:00,18:57:00,1137.0,18.0,57.0,11.48867,106.88478,53.15,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,0.0,0.0,0.0,0.0,False,False,U6DmoOmIJ2i3qwJlQNDwQ,2023-01-02 19:10:30,19:10:30,1150.0,19.0,10.0,11.40074,106.83871,41.21,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,0.0,0.0,0.0,0.0,False,False,X9NE01bd4TfVQGMSwpZ-S,2023-01-02 19:24:00,19:24:00,1164.0,19.0,24.0,11.32845,106.81931,37.65,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,0.0,0.0,0.0,0.0,False,False,vuvb0OBZvWwU4sfsL20BE,2023-01-02 19:37:30,19:37:30,1177.0,19.0,37.0,11.26414,106.76964,38.89,3.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,0.0,0.0,0.0,0.0,False,False,HPN3ZY1vS1hu-wKHigzhC,2023-01-02 19:51:00,19:51:00,1191.0,19.0,51.0,11.16775,106.73462,47.63,5.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,0.0,0.0,0.0,0.0,False,False,QLRlgcTMjQudepaigCLTd,2023-01-02 20:04:30,20:04:30,1204.0,20.0,4.0,11.06738,106.78279,68.49,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,0.0,0.0,0.0,0.0,False,False,jRENqW1U4o0-lfK7RHs4c,2023-01-02 20:18:00,20:18:00,1218.0,20.0,18.0,10.98992,106.77191,37.13,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,0.0,0.0,0.0,0.0,False,False,K1eDFsA2lec_FqMijVHMd,2023-01-02 20:31:30,20:31:30,1231.0,20.0,31.0,10.93927,106.80689,36.17,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,0.0,0.0,0.0,0.0,False,False,RgBmvB3ZtZrppEKh2HqD0,2023-01-02 20:45:00,20:45:00,1245.0,20.0,45.0,10.8618,106.91927,34.77,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,0.0,0.0,0.0,0.0,False,False,lWtRpNEpDn3cSnVh2W9R0,2023-01-02 20:58:30,20:58:30,1258.0,20.0,58.0,10.90104,106.85013,21.11,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,0.0,0.0,0.0,0.0,False,False,h_shL-uByRKV-qb_vsj28,2023-01-02 21:12:00,21:12:00,1272.0,21.0,12.0,10.77847,106.95701,36.9,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,0.0,0.0,0.0,0.0,False,False,JRzQSwHsxoOkvdNw_5Dnz,2023-01-02 21:25:30,21:25:30,1285.0,21.0,25.0,10.69547,107.0148,69.83,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,0.0,0.0,0.0,0.0,False,False,Edj8QS29bYkX4PHWokvQR,2023-01-02 21:39:00,21:39:00,1299.0,21.0,39.0,10.5968,107.05524,54.9,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,0.0,0.0,0.0,0.0,False,False,hDq76-dni0Xulr8x9xwYh,2023-01-02 21:52:30,21:52:30,1312.0,21.0,52.0,10.52441,107.08377,51.21,3.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,0.0,0.0,0.0,0.0,False,False,NDv9up-97TVfJK1Qs7gn7,2023-01-02 22:06:00,22:06:00,1326.0,22.0,6.0,10.4891,107.15876,41.88,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,0.0,0.0,0.0,0.0,False,False,i61x1WnsKnea2u6JmIPHm,2023-01-02 22:19:30,22:19:30,1339.0,22.0,19.0,10.43143,107.15827,21.25,3.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,0.0,0.0,0.0,0.0,False,False,4kSWdJocwDhrX2uD1H7YD,2023-01-02 22:33:00,22:33:00,1353.0,22.0,33.0,10.39718,107.11183,51.7,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,0.0,0.0,0.0,0.0,False,False,SozGMcZVr7AKYvrowCU6i,2023-01-02 22:46:30,22:46:30,1366.0,22.0,46.0,10.3896,107.0845,0.0,5.6,180.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03,0.0,0.0,0.0,0.0,False,False,V9okYfP8NVhCBk3OxToS3,2023-01-03 14:00:00,14:00:00,840.0,14.0,0.0,12.67214,108.06884,0.0,5.5,200.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03,0.0,0.0,0.0,0.0,False,False,3vkMC8I20X5dXuGraFX33,2023-01-03 14:13:30,14:13:30,853.0,14.0,13.0,12.65841,108.03907,68.35,4.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03,0.0,0.0,0.0,0.0,False,False,HlGadklDUMwNDJJ16j8fn,2023-01-03 14:27:00,14:27:00,867.0,14.0,27.0,12.61997,107.95092,53.81,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03,0.0,0.0,0.0,0.0,False,False,uWB51xu0l1a7KMJYfY1JI,2023-01-03 14:40:30,14:40:30,880.0,14.0,40.0,12.58494,107.87112,58.54,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03,0.0,0.0,0.0,0.0,False,False,jq51jGXBRWpw9i9AALR7N,2023-01-03 14:54:00,14:54:00,894.0,14.0,54.0,12.54409,107.79773,57.18,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03,0.0,0.0,0.0,0.0,False,False,p2bS-SeT4_LJVLW7iSKiw,2023-01-03 15:07:30,15:07:30,907.0,15.0,7.0,12.49071,107.72369,37.46,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03,0.0,0.0,0.0,0.0,False,False,fDthOjvCJmDExIYesUBVs,2023-01-03 15:21:00,15:21:00,921.0,15.0,21.0,12.44303,107.63683,27.92,3.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03,0.0,0.0,0.0,0.0,False,False,UGOYTq5clHodDzUyYyGlc,2023-01-03 15:34:30,15:34:30,934.0,15.0,34.0,12.35217,107.56946,48.75,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03,0.0,0.0,0.0,0.0,False,False,9zkgG0Q578xFko5_epyqL,2023-01-03 15:48:00,15:48:00,948.0,15.0,48.0,12.28166,107.45917,52.77,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03,0.0,0.0,0.0,0.0,False,False,fAdWcCwfTvddnhF7lWrPm,2023-01-03 16:01:30,16:01:30,961.0,16.0,1.0,12.20514,107.45171,41.47,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03,0.0,0.0,0.0,0.0,False,False,3piOCeVgJtmOinB862m89,2023-01-03 16:15:00,16:15:00,975.0,16.0,15.0,12.1149,107.47546,48.27,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03,0.0,0.0,0.0,0.0,False,False,v2wndtbZFqTnN5ucsyluM,2023-01-03 16:28:30,16:28:30,988.0,16.0,28.0,12.02528,107.49632,26.35,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03,0.0,0.0,0.0,0.0,False,False,cO7N3EjWwKmv9aC_pb7Xp,2023-01-03 16:42:00,16:42:00,1002.0,16.0,42.0,11.94746,107.46003,65.09,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03,0.0,0.0,0.0,0.0,False,False,1UG3fR9DoZFHzKLvG0kZl,2023-01-03 16:55:30,16:55:30,1015.0,16.0,55.0,11.91148,107.38259,25.32,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03,0.0,0.0,0.0,0.0,False,False,wvfMYSUcJ-Pwo1Y-V5RpI,2023-01-03 17:09:00,17:09:00,1029.0,17.0,9.0,11.8872,107.32123,30.97,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03,0.0,0.0,0.0,0.0,False,False,ydDShxPjHpQhFC0uC9xMB,2023-01-03 17:22:30,17:22:30,1042.0,17.0,22.0,11.83688,107.27339,35.81,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03,0.0,0.0,0.0,0.0,False,False,sdXJVMm0Y1PDF_szY3lUK,2023-01-03 17:36:00,17:36:00,1056.0,17.0,36.0,11.79438,107.19719,37.91,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03,0.0,0.0,0.0,0.0,False,False,2Uyg8__rpw7c0fNAgSStH,2023-01-03 17:49:30,17:49:30,1069.0,17.0,49.0,11.73478,107.14746,52.9,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03,0.0,0.0,0.0,0.0,False,False,e22-J7ESx-FvI-a3zgCfn,2023-01-03 18:03:00,18:03:00,1083.0,18.0,3.0,11.69556,107.08901,32.54,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03,0.0,0.0,0.0,0.0,False,False,jeHAymA1K3uXDN1NtZ40e,2023-01-03 18:16:30,18:16:30,1096.0,18.0,16.0,11.64351,107.04603,57.02,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03,0.0,0.0,0.0,0.0,False,False,gY9Ay5VWa81X5iZjb2IrG,2023-01-03 18:30:00,18:30:00,1110.0,18.0,30.0,11.6003,106.99513,48.33,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03,0.0,0.0,0.0,0.0,False,False,VXiOmA9q6YVhhQcbMbRkm,2023-01-03 18:43:30,18:43:30,1123.0,18.0,43.0,11.5492,106.92901,54.54,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03,0.0,0.0,0.0,0.0,False,False,MXU9VGb1-2YIAieCB71yA,2023-01-03 18:57:00,18:57:00,1137.0,18.0,57.0,11.48867,106.88478,59.39,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03,0.0,0.0,0.0,0.0,False,False,2Nq6y97OiHjOabFZjbUWz,2023-01-03 19:10:30,19:10:30,1150.0,19.0,10.0,11.40074,106.83871,42.37,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03,0.0,0.0,0.0,0.0,False,False,kpi_8PIWJWP2VbIbXz9XT,2023-01-03 19:24:00,19:24:00,1164.0,19.0,24.0,11.32845,106.81931,24.96,4.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03,0.0,0.0,0.0,0.0,False,False,fhr3MN6Ev3GglX9Rq07ex,2023-01-03 19:37:30,19:37:30,1177.0,19.0,37.0,11.26414,106.76964,52.69,4.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03,0.0,0.0,0.0,0.0,False,False,RfVNrgNu_Tc4JNizER6g2,2023-01-03 19:51:00,19:51:00,1191.0,19.0,51.0,11.16775,106.73462,44.97,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03,0.0,0.0,0.0,0.0,False,False,4YRB1q_szE3YP3oCdBqsq,2023-01-03 20:04:30,20:04:30,1204.0,20.0,4.0,11.06738,106.78279,30.3,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
